,mu(mean),std(mean),MAE(mean),mu(std),std(std),MAE(std)
raw,13.693,8.319633999999997,1.8242,0.0657038811639007,0.3715149023175248,0.0382146568740319
min-max,13.683,8.314346,1.829,0.0925472852113987,0.3165065915332571,0.0440567815438213
z-score,13.6896,8.306783999999999,1.8248,0.0778963413774998,0.3028122305059686,0.0394076134776009
min-max_p,16.560200000000002,15.097578,3.077,0.1326573028521234,0.259098557533615,0.0523545604508336
z-score_p,14.94,21.089752000000004,2.7104000000000004,0.211300733552915,1.2892571250514773,0.1438743896598696
nonlinear_p,13.460199999999997,8.243642,2.3162000000000003,0.354364162973628,3.537713567890425,0.4098872527903255
