,mu(mean),std(mean),MAE(mean),mu(std),std(std),MAE(std)
raw,13.356600000000007,40.74209,4.848199999999999,0.4928959727975061,4.39892205710672,0.4028036246112986
min-max,13.370200000000004,40.65581799999998,4.843399999999999,0.4977288016580919,4.394895102397326,0.4072866803616342
z-score,13.376800000000005,40.808252,4.864000000000001,0.5061321566547615,4.434935277734728,0.4179425797881809
nonlinear,13.3206,42.56492599999999,4.996599999999998,0.3955877146727387,3.739208244685497,0.3100813441663333
min-max_p,14.8748,24.75624400000001,5.808000000000002,0.4133775030163106,0.7006223222707083,0.2941224234906275
z-score_p,13.116199999999996,38.576222,5.7998,0.2684689181264751,3.933517819117641,0.460940299822005
nonlinear_p,13.669800000000002,11.534526,4.002600000000002,0.3625492518265622,0.8081466225407368,0.3908493827550456
